d,trt,plant,date
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-21_10-42-57.165_8054500,HN,J035,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-08-02_06-58-14.926_9105100,HN,J018,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-20_10-31-19.445_8043200,LN,J034,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-26_11-45-41.522_7549300,HN,J023,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-15_10-51-31.589_8491600,HN,J025,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-21_08-33-34.467_8049400,LN,J001,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-09_13-10-38.804_8339100,LN,J008,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-03_13-15-46.179_7790400,LN,J014,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-02_12-07-37.574_7762000,HN,J024,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-31_16-04-47.584_7703900,LN,J034,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-14_12-05-12.122_7167700,HN,J011,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-10_21-55-20.245_8366300,LN,J015,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-07_12-49-03.730_6909800,HN,J011,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-19_13-41-30.429_8613500,LN,J036,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-31_14-55-50.226_7700800,LN,J019,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-03_12-59-09.833_7789900,HN,J010,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-03_16-02-46.527_6750900,LN,J012,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-21_12-15-39.121_7392900,HN,J025,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-10_21-33-07.058_8365500,LN,J008,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-21_10-22-28.742_8053700,HN,J027,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-10_14-00-48.969_7027300,LN,J029,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-01_09-26-24.975_8166600,HN,J023,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-04-28_13-30-45.025_6562700,LN,J009,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-20_08-34-34.462_8038600,HN,J005,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-27_12-15-07.117_8892700,HN,J025,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-25_14-12-48.016_7521000,LN,J036,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-04-23_13-42-46.550_6361600,LN,J001,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-03_16-18-16.198_6751800,LN,J020,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-05_14-12-57.738_8248400,HN,J031,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-04-23_13-46-23.568_6361800,HN,J003,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-28_11-01-03.539_7597100,HN,J026,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-06_12-38-40.016_7837100,HN,J002,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-19_13-23-11.002_8612800,LN,J029,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-25_14-09-21.306_7520800,LN,J034,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-29_08-26-16.613_8965400,LN,J030,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-01_08-33-18.643_8164600,LN,J004,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-28_09-48-51.756_7594300,LN,J015,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-05_12-35-46.879_8244700,LN,J014,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-15_10-03-46.700_7990200,LN,J032,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-14_11-41-33.474_7974500,HN,J023,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-04-26_15-05-41.561_6482600,LN,J008,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-19_12-04-57.479_7332100,LN,J028,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-08-02_06-31-58.391_9104100,LN,J009,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-21_11-20-40.100_8676600,LN,J016,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-08-02_06-23-20.564_9103800,HN,J006,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-13_11-20-21.823_7956300,HN,J010,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-14_11-04-54.228_7973300,LN,J012,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-20_09-12-52.560_8039900,HN,J017,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-03_14-18-01.872_7793300,HN,J027,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-20_09-06-27.783_8039700,LN,J015,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-13_13-15-13.280_8431400,LN,J001,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-19_10-48-21.231_7328000,LN,J004,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-04-28_14-03-52.823_6564200,HN,J023,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-28_14-00-26.960_8116700,LN,J028,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-28_14-06-04.543_8116900,LN,J030,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-21_12-35-27.605_7394000,LN,J036,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-29_12-35-24.323_8130400,HN,J010,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-21_09-35-34.974_8051700,HN,J023,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-25_06-29-00.935_8815100,LN,J008,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-26_11-33-38.208_7548600,LN,J016,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-22_07-52-57.608_8063500,HN,J002,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-21_11-43-25.232_7391100,HN,J023,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-03_14-43-23.146_7794200,LN,J036,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-04-21_13-59-01.510_6281600,HN,J011,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-17_11-06-40.094_7265200,HN,J003,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-14_12-28-15.848_7976500,HN,J027,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-24_11-26-29.950_7482500,HN,J013,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-05-26_11-05-04.518_7547000,LN,J001,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-19_11-08-58.815_7329100,LN,J014,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-02_11-19-03.973_7760400,LN,J008,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-20_08-37-23.049_8038700,HN,J006,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-08-02_07-06-01.829_9105400,HN,J021,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-14_10-43-50.346_7972500,LN,J004,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-04-30_14-11-16.391_6635900,HN,J002,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-08-04_07-11-01.458_9189100,HN,J023,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-03_16-07-56.507_6751200,LN,J014,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-26_11-31-54.910_7548500,LN,J015,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-04-26_13-56-18.966_6481100,LN,J029,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-26_12-14-19.861_7551100,HN,J025,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-04-23_15-04-46.313_6366100,LN,J029,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-15_11-53-09.525_8493700,LN,J007,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-04-28_13-35-11.284_6562900,HN,J011,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-29_14-59-01.362_8133700,LN,J007,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-16_08-51-21.007_7998500,LN,J019,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-14_12-00-08.025_7167400,LN,J008,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-14_18-01-13.574_7171100,LN,J028,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-24_09-40-01.157_8090200,LN,J028,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-19_13-25-06.127_8612900,LN,J030,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-17_08-22-17.033_8008600,LN,J009,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-22_08-01-26.320_8063800,HN,J005,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-22_08-18-21.443_8064400,HN,J011,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-12_12-02-44.027_7093600,HN,J013,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-04-23_13-52-16.209_6362100,HN,J006,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-04-27_15-36-52.187_6517800,HN,J035,2022-04-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-13_13-46-04.846_8432700,HN,J013,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-03_10-44-59.956_8210200,HN,J031,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-03_08-36-25.699_8205600,HN,J002,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-03_09-24-41.661_8207400,LN,J019,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-24_07-51-21.578_8085800,LN,J001,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-05-05_16-47-38.765_6829400,LN,J001,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-15_10-15-01.429_7990600,LN,J036,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-04-30_14-32-36.142_6636900,LN,J012,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-19_13-27-59.630_8613000,HN,J031,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-24_07-53-24.425_8085900,HN,J002,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-12_13-01-24.354_7096900,LN,J030,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-08-04_06-37-17.059_9187800,HN,J011,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-01_09-18-16.033_8166300,LN,J020,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-04-28_14-53-59.973_6566700,LN,J032,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-08_13-26-01.610_7873500,HN,J018,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-28_10-11-56.562_7595200,HN,J024,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-31_14-24-06.120_7699700,LN,J009,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-04-26_14-53-42.124_6482100,HN,J003,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-06_12-52-46.070_7837600,LN,J007,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-27_11-08-30.870_8890500,LN,J019,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-29_06-26-44.523_8961400,LN,J007,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-04-21_13-53-17.018_6281300,LN,J008,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-20_08-28-50.683_8038400,HN,J003,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-25_14-07-38.030_7520700,HN,J033,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-22_08-07-06.432_8064000,LN,J007,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-29_07-00-38.825_8962600,HN,J018,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-03_12-56-21.710_7789800,LN,J009,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-10_21-30-03.012_8365400,LN,J007,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-28_09-19-48.613_7593100,LN,J004,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-10_11-28-33.159_7908400,HN,J018,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-28_11-04-30.500_7597500,LN,J028,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-05_16-55-16.420_6829700,LN,J004,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-10_12-42-08.856_7911400,LN,J032,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-04-30_15-15-57.104_6638100,HN,J023,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-25_12-53-02.177_7517300,HN,J027,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-12_11-41-19.909_7092400,HN,J002,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-13_13-04-03.640_7960400,LN,J034,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-07-09_13-51-31.179_8340500,HN,J021,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-17_12-16-53.700_7269200,HN,J026,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-15_09-53-16.291_7989800,LN,J028,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-21_11-23-48.945_8676700,HN,J017,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-04-28_13-19-46.499_6562200,LN,J004,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-15_09-58-09.155_7990000,LN,J030,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-24_11-28-13.254_7482600,LN,J014,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-13_14-03-43.683_8433400,LN,J020,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-23_08-52-14.564_8076900,HN,J023,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-20_10-34-27.338_8043300,HN,J035,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-21_12-16-46.887_7393000,HN,J026,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-08_13-23-08.643_7873400,HN,J017,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-02_11-59-12.493_7761700,HN,J021,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-10_12-47-50.987_7911600,LN,J034,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-23_08-36-03.821_8076300,HN,J017,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-21_10-49-08.972_8675300,LN,J004,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-01_11-53-30.966_8169700,LN,J032,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-05-05_17-07-01.689_6830300,HN,J010,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-17_10-01-36.131_8012700,HN,J033,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-15_09-51-58.543_7989700,HN,J027,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-19_12-02-41.835_7332000,HN,J027,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-21_12-46-05.262_8679600,LN,J030,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-14_11-56-20.159_7167200,HN,J006,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-29_08-37-32.739_8965800,LN,J034,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-17_08-03-09.645_8007900,HN,J002,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-13_11-33-50.696_7956700,HN,J013,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-09_13-21-56.313_8339500,LN,J012,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-25_06-21-09.007_8814800,HN,J005,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-20_08-47-56.272_8039100,HN,J010,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-03_15-54-10.192_6750400,LN,J007,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-21_11-37-56.556_8677300,HN,J023,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-06_12-36-50.872_7837000,LN,J001,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-13_10-59-01.487_7955400,LN,J001,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-05_17-15-55.329_6830700,HN,J013,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-08-02_07-11-41.858_9105600,HN,J023,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-08-04_07-07-51.825_9189000,LN,J022,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-13_11-06-56.176_7955800,HN,J005,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-05_18-31-18.617_6833600,HN,J026,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-01_08-51-10.388_8165300,HN,J011,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-09_13-05-00.815_8338900,HN,J006,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-05_12-08-56.008_8243800,HN,J006,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-21_09-32-46.303_8051600,LN,J022,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-17_10-04-44.135_8012800,LN,J034,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-03_10-43-07.522_8210100,LN,J030,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-15_12-26-29.168_8495100,LN,J020,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-21_12-23-23.288_7393300,LN,J029,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-08-02_06-49-43.570_9104800,LN,J015,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-02_11-44-13.614_7761200,LN,J015,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-08-04_06-57-51.180_9188600,HN,J018,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-10_14-12-51.874_7028000,LN,J036,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-22_08-57-56.158_8065800,HN,J024,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-28_09-44-14.135_7594100,HN,J013,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-12_12-20-40.222_7094600,HN,J023,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-10_13-12-18.392_7024600,HN,J018,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-16_08-37-10.634_7997900,HN,J013,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-12_12-13-18.288_7094200,LN,J019,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-03_10-33-30.886_8209700,HN,J026,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-08_12-40-11.168_7871900,HN,J003,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-10_21-57-21.815_8366400,LN,J016,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-10_21-24-20.753_8365200,HN,J005,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-25_12-57-02.800_7517500,LN,J029,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-29_08-19-10.906_8965100,HN,J027,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-22_08-29-42.574_8064700,HN,J013,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-27_11-06-37.408_8890400,HN,J018,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-02_12-47-11.540_7764000,LN,J028,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-11_13-03-50.459_8369300,HN,J025,2022-07-11
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-25_13-05-39.565_7518000,LN,J034,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-17_09-51-34.845_8012300,LN,J029,2022-06-17
